# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
0 50
7 1.3 3.42281 1.20914
8 1.5 0.827508 1.38044
9 1.7 1.89043 1.88294
10 1.9 0.705265 2.11706
11 2.1 0.489401 2.31549
12 2.3 0.995146 2.79943
13 2.5 0.574007 3.12919
14 2.7 0.945961 3.76303
15 2.9 0.315824 4.00714
16 3.1 0.332974 4.30121
17 3.3 0.763149 5.06495
18 3.5 0.434967 5.5546
19 3.7 0.393765 6.04996
20 3.9 0.714974 7.04925
21 4.1 1.08038 8.71806
22 4.3 1.15448 10.6795
23 4.5 1.07794 12.6852
24 4.7 1.19987 15.1206
25 4.9 1.26053 17.9015
26 5.1 1.22693 20.8337
27 5.3 1.13111 23.753
28 5.5 1.10069 26.8123
29 5.7 1.07933 30.0343
30 5.9 0.989101 33.1977
31 6.1 0.983352 36.5596
32 6.3 0.974761 40.1142
33 6.5 0.941446 43.7687
34 6.7 0.943194 47.6588
35 6.9 0.95132 51.8201
36 7.1 0.958895 56.2612
37 7.3 0.982884 61.0735
38 7.5 0.974257 66.1085
39 7.7 0.992968 71.5175
40 7.9 0.988642 77.1863
41 8.1 1.00058 83.2177
42 8.3 1.0082 89.5989
43 8.5 1.0282 96.424
44 8.7 1.03402 103.615
45 8.9 1.01299 110.986
46 9.1 1.00291 118.617
47 9.3 1.03821 126.867
48 9.5 1.00426 135.193
49 9.7 0.983091 143.692
50 9.9 0.992602 152.63
8600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.00487 0.224126
6 1.1 4.01568 0.670949
7 1.3 3.51169 1.21627
8 1.5 0.787543 1.37901
9 1.7 1.9261 1.89008
10 1.9 0.689298 2.11849
11 2.1 0.493806 2.31834
12 2.3 0.99105 2.79943
13 2.5 0.570058 3.12634
14 2.7 0.947658 3.76017
15 2.9 0.329342 4.01428
16 3.1 0.330332 4.3055
17 3.3 0.748799 5.05353
18 3.5 0.439559 5.54747
19 3.7 0.388787 6.03569
20 3.9 0.744907 7.07495
21 4.1 1.04251 8.68237
22 4.3 1.13467 10.6067
23 4.5 1.12523 12.6966
24 4.7 1.14425 15.015
25 4.9 1.30363 17.8858
26 5.1 1.2034 20.7566
27 5.3 1.16417 23.7559
28 5.5 1.06819 26.7195
29 5.7 1.07983 29.9372
30 5.9 1.01592 33.1806
31 6.1 0.972566 36.4996
32 6.3 0.956509 39.9814
33 6.5 0.953819 43.6774
34 6.7 0.943153 47.5603
35 6.9 0.95695 51.7388
36 7.1 0.955984 56.1585
37 7.3 0.971211 60.9051
38 7.5 0.984307 65.9829
39 7.7 0.966658 71.2391
40 7.9 1.01286 77.0364
41 8.1 1.00427 83.0792
42 8.3 1.01249 89.4761
43 8.5 1.01992 96.2341
44 8.7 1.03732 103.435
45 8.9 1.02895 110.909
46 9.1 0.992871 118.45
47 9.3 1.0201 126.541
48 9.5 1.00916 134.894
49 9.7 0.980553 143.355
50 9.9 0.999624 152.34
8700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.0667 0.228408
6 1.1 4.00862 0.673804
7 1.3 3.47072 1.21199
8 1.5 0.788678 1.37473
9 1.7 1.92888 1.8858
10 1.9 0.703234 2.11849
11 2.1 0.494518 2.31834
12 2.3 0.974808 2.79086
13 2.5 0.58833 3.12777
14 2.7 0.949025 3.7616
15 2.9 0.314993 4.00428
16 3.1 0.350268 4.31263
17 3.3 0.749879 5.06067
18 3.5 0.431287 5.54461
19 3.7 0.374548 6.01428
20 3.9 0.78082 7.10207
21 4.1 1.01805 8.66952
22 4.3 1.12198 10.5696
23 4.5 1.10453 12.6181
24 4.7 1.2221 15.0906
25 4.9 1.24254 17.823
26 5.1 1.24529 20.7894
27 5.3 1.12534 23.6845
28 5.5 1.07952 26.6752
29 5.7 1.08186 29.8944
30 5.9 1.01469 33.1292
31 6.1 0.978995 36.4654
32 6.3 0.943357 39.8944
33 6.5 0.946708 43.5575
34 6.7 0.942081 47.4304
35 6.9 0.953418 51.5874
36 7.1 0.951486 55.98
37 7.3 0.988407 60.8037
38 7.5 0.981569 65.8601
39 7.7 0.990399 71.2377
40 7.9 1.00034 76.955
41 8.1 1.00192 82.975
42 8.3 1.01214 89.3605
43 8.5 1.02527 96.1442
44 8.7 1.02234 103.231
45 8.9 1.0084 110.545
46 9.1 1.02969 118.354
47 9.3 1.02752 126.493
48 9.5 0.997664 134.738
49 9.7 0.980972 143.191
50 9.9 0.989454 152.071
8800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.08696 0.229836
6 1.1 4.01004 0.675232
7 1.3 3.4259 1.20628
8 1.5 0.761274 1.36331
9 1.7 1.9619 1.88294
10 1.9 0.694851 2.11278
11 2.1 0.505293 2.31692
12 2.3 1.01345 2.80799
13 2.5 0.556118 3.12634
14 2.7 0.934392 3.75018
15 2.9 0.337347 4.00999
16 3.1 0.332547 4.30264
17 3.3 0.773048 5.07352
18 3.5 0.423803 5.54889
19 3.7 0.38493 6.03141
20 3.9 0.751369 7.0778
21 4.1 1.0351 8.67095
22 4.3 1.12321 10.5724
23 4.5 1.12724 12.6624
24 4.7 1.207 15.1035
25 4.9 1.24687 17.8444
26 5.1 1.23973 20.7966
27 5.3 1.12019 23.6774
28 5.5 1.08815 26.6909
29 5.7 1.06257 29.8515
30 5.9 1.02849 33.1292
31 6.1 0.953359 36.3769
32 6.3 0.943297 39.8044
33 6.5 0.972877 43.5675
34 6.7 0.947972 47.4632
35 6.9 0.939998 51.5603
36 7.1 0.963577 56.0071
37 7.3 0.984367 60.8094
38 7.5 0.986351 65.8887
39 7.7 0.988645 71.2548
40 7.9 0.992193 76.9236
41 8.1 0.992764 82.8865
42 8.3 1.01182 89.2677
43 8.5 1.02455 96.0443
44 8.7 1.02867 103.172
45 8.9 1.02076 110.574
46 9.1 1.02855 118.371
47 9.3 1.01346 126.395
48 9.5 0.987822 134.557
49 9.7 0.994743 143.125
50 9.9 0.984712 151.96
8900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.08611 0.229836
6 1.1 3.99609 0.673804
7 1.3 3.43416 1.20628
8 1.5 0.823334 1.37616
9 1.7 1.8967 1.87866
10 1.9 0.729178 2.11991
11 2.1 0.491024 2.31834
12 2.3 0.968995 2.78801
13 2.5 0.585883 3.12348
14 2.7 0.934136 3.74732
15 2.9 0.337255 4.00714
16 3.1 0.330835 4.29836
17 3.3 0.784286 5.08066
18 3.5 0.410963 5.54176
19 3.7 0.395071 6.03712
20 3.9 0.753213 7.08637
21 4.1 1.04966 8.70236
22 4.3 1.07738 10.5268
23 4.5 1.17158 12.6995
24 4.7 1.2102 15.1478
25 4.9 1.23809 17.8701
26 5.1 1.237 20.8166
27 5.3 1.12599 23.7131
28 5.5 1.06621 26.6667
29 5.7 1.06612 29.8387
30 5.9 1.01567 33.0764
31 6.1 0.966085 36.3683
32 6.3 0.959927 39.8572
33 6.5 0.938665 43.4889
34 6.7 0.95431 47.4118
35 6.9 0.95775 51.5874
36 7.1 0.966096 56.0471
37 7.3 0.995213 60.9036
38 7.5 0.971392 65.9072
39 7.7 0.997839 71.3248
40 7.9 0.987175 76.9665
41 8.1 0.990591 82.9179
42 8.3 1.01381 89.3133
43 8.5 1.01586 96.0343
44 8.7 1.02159 103.115
45 8.9 1.03446 110.618
46 9.1 1.02996 118.428
47 9.3 1.01426 126.461
48 9.5 1.00137 134.737
49 9.7 0.97757 143.159
50 9.9 0.972512 151.887
9000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.00547 0.224126
6 1.1 4.04215 0.673804
7 1.3 3.44803 1.20914
8 1.5 0.794611 1.3733
9 1.7 1.92649 1.88437
10 1.9 0.706672 2.11849
11 2.1 0.493905 2.31834
12 2.3 1.0089 2.80799
13 2.5 0.570172 3.1349
14 2.7 0.9265 3.75446
15 2.9 0.331258 4.00999
16 3.1 0.338497 4.30835
17 3.3 0.784682 5.09208
18 3.5 0.40788 5.55032
19 3.7 0.401372 6.05425
20 3.9 0.7164 7.05353
21 4.1 1.06031 8.68808
22 4.3 1.11048 10.571
23 4.5 1.19771 12.7951
24 4.7 1.18253 15.1906
25 4.9 1.24165 17.9243
26 5.1 1.23058 20.8594
27 5.3 1.14778 23.8158
28 5.5 1.04319 26.7095
29 5.7 1.05417 29.8501
30 5.9 1.02551 33.1235
31 6.1 0.972343 36.4411
32 6.3 0.942188 39.8701
33 6.5 0.955116 43.5703
34 6.7 0.940567 47.4418
35 6.9 0.954852 51.6103
36 7.1 0.967293 56.0814
37 7.3 0.988935 60.9136
38 7.5 1.00056 66.0742
39 7.7 0.972366 71.3605
40 7.9 0.989866 77.025
41 8.1 0.994269 83.0064
42 8.3 1.02377 89.4732
43 8.5 1.00353 96.1213
44 8.7 1.03238 103.286
45 8.9 1.04056 110.844
46 9.1 1.02672 118.64
47 9.3 0.995821 126.537
48 9.5 1.00988 134.894
49 9.7 0.987203 143.41
50 9.9 0.966147 152.093
9100 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.15949 0.235546
6 1.1 3.96625 0.67666
7 1.3 3.44898 1.21199
8 1.5 0.781007 1.3733
9 1.7 1.94855 1.89008
10 1.9 0.681006 2.11563
11 2.1 0.49757 2.31692
12 2.3 0.994465 2.79943
13 2.5 0.592744 3.13919
14 2.7 0.941704 3.76874
15 2.9 0.310988 4.00857
16 3.1 0.34345 4.31121
17 3.3 0.757735 5.06781
18 3.5 0.425787 5.54604
19 3.7 0.385561 6.02998
20 3.9 0.728883 7.0464
21 4.1 1.0356 8.6424
22 4.3 1.16384 10.6153
23 4.5 1.16498 12.778
24 4.7 1.19555 15.1991
25 4.9 1.22383 17.8929
26 5.1 1.25187 20.8779
27 5.3 1.12703 23.7802
28 5.5 1.06664 26.738
29 5.7 1.02426 29.7887
30 5.9 1.03922 33.1049
31 6.1 0.969264 36.4111
32 6.3 0.946764 39.8558
33 6.5 0.943216 43.5089
34 6.7 0.947072 47.4061
35 6.9 0.959696 51.5946
36 7.1 0.964472 56.0514
37 7.3 0.993008 60.9022
38 7.5 0.996404 66.04
39 7.7 0.974736 71.3376
40 7.9 0.982653 76.9593
41 8.1 0.99763 82.9593
42 8.3 1.01999 89.4004
43 8.5 1.01588 96.1285
44 8.7 1.03432 103.305
45 8.9 1.02099 110.718
46 9.1 1.04017 118.614
47 9.3 0.991235 126.473
48 9.5 1.00878 134.818
49 9.7 0.992938 143.382
50 9.9 0.967685 152.076
9200 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.83607 0.211278
6 1.1 4.12333 0.669522
7 1.3 3.46994 1.20771
8 1.5 0.836919 1.38044
9 1.7 1.89613 1.88294
10 1.9 0.707391 2.11706
11 2.1 0.497939 2.31834
12 2.3 0.974591 2.79086
13 2.5 0.598168 3.13348
14 2.7 0.910347 3.74161
15 2.9 0.339005 4.00286
16 3.1 0.359917 4.31977
17 3.3 0.733973 5.05211
18 3.5 0.422287 5.52605
19 3.7 0.39609 6.02284
20 3.9 0.73352 7.04497
21 4.1 1.05954 8.67666
22 4.3 1.19083 10.6938
23 4.5 1.11505 12.7623
24 4.7 1.1788 15.1478
25 4.9 1.2507 17.8986
26 5.1 1.22764 20.8237
27 5.3 1.15172 23.7873
28 5.5 1.04837 26.6924
29 5.7 1.01351 29.7088
30 5.9 1.06147 33.0935
31 6.1 0.990085 36.4682
32 6.3 0.914875 39.7944
33 6.5 0.950923 43.4747
34 6.7 0.946037 47.3647
35 6.9 0.971863 51.6031
36 7.1 0.939526 55.9415
37 7.3 1.00778 60.8608
38 7.5 0.994371 65.9843
39 7.7 0.974144 71.2748
40 7.9 0.990872 76.9393
41 8.1 1.00003 82.9493
42 8.3 1.02866 89.4404
43 8.5 1.00175 96.07
44 8.7 1.04208 103.295
45 8.9 1.01565 110.664
46 9.1 1.01892 118.393
47 9.3 1.0026 126.335
48 9.5 1.01955 134.764
49 9.7 0.991685 143.31
50 9.9 0.968402 152.004
9300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.06467 0.228408
6 1.1 4.0188 0.675232
7 1.3 3.45001 1.21056
8 1.5 0.815809 1.37901
9 1.7 1.9276 1.89008
10 1.9 0.68121 2.11563
11 2.1 0.490659 2.31406
12 2.3 1.02419 2.81085
13 2.5 0.565518 3.1349
14 2.7 0.931306 3.75732
15 2.9 0.314784 4
16 3.1 0.359758 4.31692
17 3.3 0.762252 5.0778
18 3.5 0.414472 5.54318
19 3.7 0.382263 6.02284
20 3.9 0.755725 7.07637
21 4.1 1.06 8.70949
22 4.3 1.16672 10.6867
23 4.5 1.11148 12.7495
24 4.7 1.20437 15.1877
25 4.9 1.23458 17.9044
26 5.1 1.20913 20.7866
27 5.3 1.14844 23.743
28 5.5 1.05409 26.6652
29 5.7 1.0332 29.7416
30 5.9 1.03774 33.0521
31 6.1 0.990485 36.4297
32 6.3 0.953327 39.8972
33 6.5 0.937968 43.5289
34 6.7 0.931045 47.359
35 6.9 0.961946 51.556
36 7.1 0.969087 56.0328
37 7.3 0.998566 60.9094
38 7.5 0.979255 65.9572
39 7.7 0.980808 71.2862
40 7.9 0.990685 76.9522
41 8.1 1.00932 83.0207
42 8.3 1.023 89.4789
43 8.5 1.00368 96.1242
44 8.7 1.02475 103.232
45 8.9 1.03801 110.767
46 9.1 1.01151 118.443
47 9.3 1.01531 126.49
48 9.5 1.0008 134.767
49 9.7 1.00731 143.452
50 9.9 0.972584 152.187
9400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.2573 0.242684
6 1.1 3.87886 0.673804
7 1.3 3.44196 1.20771
8 1.5 0.781502 1.36902
9 1.7 1.91747 1.87723
10 1.9 0.737506 2.12134
11 2.1 0.487292 2.31834
12 2.3 0.974487 2.79086
13 2.5 0.583152 3.12491
14 2.7 0.925207 3.74304
15 2.9 0.342674 4.00714
16 3.1 0.338805 4.3055
17 3.3 0.748201 5.05211
18 3.5 0.426057 5.53034
19 3.7 0.404014 6.03712
20 3.9 0.758027 7.0935
21 4.1 1.04089 8.69665
22 4.3 1.14941 10.6438
23 4.5 1.1334 12.7466
24 4.7 1.23228 15.2405
25 4.9 1.2298 17.9458
26 5.1 1.19875 20.8023
27 5.3 1.13274 23.7173
28 5.5 1.05032 26.6281
29 5.7 1.05801 29.7773
30 5.9 1.02242 33.0378
31 6.1 0.991655 36.4183
32 6.3 0.949327 39.8701
33 6.5 0.943077 43.5203
34 6.7 0.930315 47.3462
35 6.9 0.957358 51.5218
36 7.1 0.963847 55.9729
37 7.3 1.01381 60.9222
38 7.5 0.974597 65.9443
39 7.7 0.97956 71.2648
40 7.9 0.985024 76.8965
41 8.1 1.02249 83.0421
42 8.3 0.998464 89.3433
43 8.5 1.00984 96.0271
44 8.7 1.04197 103.252
45 8.9 1.02105 110.661
46 9.1 1.0239 118.428
47 9.3 1.00159 126.364
48 9.5 1.01253 134.735
49 9.7 0.988433 143.255
50 9.9 0.983404 152.084
9500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.85602 0.212705
6 1.1 4.17588 0.67666
7 1.3 3.41567 1.20628
8 1.5 0.830233 1.37759
9 1.7 1.94515 1.89293
10 1.9 0.673071 2.11563
11 2.1 0.498077 2.31692
12 2.3 1.00137 2.80228
13 2.5 0.573404 3.13062
14 2.7 0.955489 3.76874
15 2.9 0.313158 4.00999
16 3.1 0.347044 4.31549
17 3.3 0.751351 5.06495
18 3.5 0.417315 5.53319
19 3.7 0.387092 6.01856
20 3.9 0.744997 7.05639
21 4.1 1.06261 8.69236
22 4.3 1.15829 10.6538
23 4.5 1.11459 12.7209
24 4.7 1.23981 15.2291
25 4.9 1.21794 17.9072
26 5.1 1.2106 20.7909
27 5.3 1.13373 23.7074
28 5.5 1.05742 26.6367
29 5.7 1.04162 29.7359
30 5.9 1.01744 32.9793
31 6.1 1.00754 36.4126
32 6.3 0.936731 39.8173
33 6.5 0.972957 43.5817
34 6.7 0.925811 47.3876
35 6.9 0.941683 51.4932
36 7.1 0.988029 56.0542
37 7.3 0.99753 60.9222
38 7.5 0.97608 65.95
39 7.7 0.977307 71.2562
40 7.9 0.982406 76.8708
41 8.1 1.00767 82.9251
42 8.3 1.00971 89.2948
43 8.5 1.01281 95.9957
44 8.7 1.0329 103.155
45 8.9 1.03305 110.648
46 9.1 1.01544 118.348
47 9.3 1.01964 126.424
48 9.5 0.999446 134.684
49 9.7 0.99163 143.228
50 9.9 0.990303 152.116
9600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.10553 0.231263
6 1.1 3.95786 0.670949
7 1.3 3.47127 1.20914
8 1.5 0.788804 1.37188
9 1.7 1.93457 1.88437
10 1.9 0.677456 2.10849
11 2.1 0.529925 2.32263
12 2.3 0.974963 2.79515
13 2.5 0.588423 3.13205
14 2.7 0.962002 3.77445
15 2.9 0.307631 4.01142
16 3.1 0.330861 4.30264
17 3.3 0.770036 5.07066
18 3.5 0.419903 5.54176
19 3.7 0.373469 6.00999
20 3.9 0.725602 7.0207
21 4.1 1.10816 8.72662
22 4.3 1.10276 10.5939
23 4.5 1.11086 12.6538
24 4.7 1.25264 15.1877
25 4.9 1.25118 17.9386
26 5.1 1.20713 20.8137
27 5.3 1.12108 23.6974
28 5.5 1.07145 26.6652
29 5.7 1.04557 29.7759
30 5.9 1.01172 33.0007
31 6.1 1.00387 36.4211
32 6.3 0.946256 39.8601
33 6.5 0.96494 43.5931
34 6.7 0.92695 47.4033
35 6.9 0.939161 51.4975
36 7.1 0.987823 56.0571
37 7.3 0.987979 60.8779
38 7.5 0.963155 65.8387
39 7.7 0.998708 71.2605
40 7.9 0.987005 76.9008
41 8.1 0.985443 82.8208
42 8.3 1.00868 89.1834
43 8.5 1.04291 96.0828
44 8.7 1.01591 103.123
45 8.9 1.03966 110.664
46 9.1 1.00896 118.314
47 9.3 1.02263 126.413
48 9.5 0.996959 134.651
49 9.7 0.995876 143.231
50 9.9 0.986271 152.081
9700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.08714 0.229836
6 1.1 4.02313 0.67666
7 1.3 3.45373 1.21199
8 1.5 0.851293 1.38758
9 1.7 1.85421 1.87866
10 1.9 0.720789 2.11706
11 2.1 0.501789 2.31977
12 2.3 0.989942 2.79943
13 2.5 0.563633 3.12206
14 2.7 0.951554 3.75732
15 2.9 0.344782 4.02284
16 3.1 0.319589 4.30407
17 3.3 0.758778 5.06067
18 3.5 0.436555 5.55032
19 3.7 0.383814 6.03141
20 3.9 0.711434 7.02213
21 4.1 1.1001 8.7152
22 4.3 1.10979 10.5939
23 4.5 1.15349 12.7323
24 4.7 1.20849 15.1763
25 4.9 1.2502 17.9243
26 5.1 1.23261 20.8594
27 5.3 1.11137 23.7173
28 5.5 1.06038 26.6538
29 5.7 1.05015 29.7773
30 5.9 1.00078 32.9665
31 6.1 1.00371 36.3854
32 6.3 0.954354 39.853
33 6.5 0.957803 43.5575
34 6.7 0.935522 47.4019
35 6.9 0.934813 51.4761
36 7.1 0.985908 56.0257
37 7.3 0.985888 60.8351
38 7.5 0.97532 65.8572
39 7.7 0.996331 71.2648
40 7.9 0.987005 76.9036
41 8.1 0.990922 82.8551
42 8.3 1.00373 89.1849
43 8.5 1.02569 95.9686
44 8.7 1.03327 103.128
45 8.9 1.04937 110.737
46 9.1 1.00959 118.39
47 9.3 1.00071 126.313
48 9.5 1.01328 134.684
49 9.7 0.98983 143.209
50 9.9 0.978246 151.986
9800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.00988 0.224126
6 1.1 4.13803 0.683797
7 1.3 3.37941 1.20771
8 1.5 0.768095 1.36617
9 1.7 1.9832 1.89151
10 1.9 0.673184 2.1142
11 2.1 0.498161 2.31549
12 2.3 1.01037 2.80514
13 2.5 0.563526 3.12777
14 2.7 0.949236 3.7616
15 2.9 0.331743 4.01713
16 3.1 0.33737 4.31406
17 3.3 0.751477 5.06353
18 3.5 0.439018 5.55603
19 3.7 0.363244 6.01142
20 3.9 0.743072 7.0464
21 4.1 1.07207 8.69665
22 4.3 1.12307 10.5981
23 4.5 1.14943 12.7295
24 4.7 1.22802 15.2134
25 4.9 1.22334 17.9029
26 5.1 1.20241 20.7666
27 5.3 1.13836 23.6945
28 5.5 1.08543 26.7009
29 5.7 1.03892 29.7916
30 5.9 0.98312 32.9251
31 6.1 1.00519 36.3498
32 6.3 0.96478 39.8558
33 6.5 0.938801 43.4875
34 6.7 0.954795 47.4118
35 6.9 0.951993 51.5617
36 7.1 0.955101 55.97
37 7.3 0.986872 60.7852
38 7.5 1.00341 65.9529
39 7.7 0.990357 71.3291
40 7.9 0.978824 76.9222
41 8.1 0.998814 82.9222
42 8.3 1.004 89.2548
43 8.5 1.01212 95.95
44 8.7 1.03987 103.156
45 8.9 1.04307 110.721
46 9.1 1.01919 118.448
47 9.3 1.00179 126.381
48 9.5 1.01257 134.748
49 9.7 0.985334 143.236
50 9.9 0.979652 152.027
9900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.08438 0.229836
6 1.1 3.99384 0.673804
7 1.3 3.45984 1.21056
8 1.5 0.809042 1.37759
9 1.7 1.93333 1.89008
10 1.9 0.651148 2.10564
11 2.1 0.533115 2.3212
12 2.3 0.980224 2.79657
13 2.5 0.585554 3.13205
14 2.7 0.935747 3.75732
15 2.9 0.337065 4.01713
16 3.1 0.341994 4.31834
17 3.3 0.748086 5.06495
18 3.5 0.441251 5.56031
19 3.7 0.365264 6.01856
20 3.9 0.747668 7.06067
21 4.1 1.06204 8.69665
22 4.3 1.11975 10.5939
23 4.5 1.15554 12.738
24 4.7 1.24549 15.2591
25 4.9 1.20495 17.9101
26 5.1 1.21054 20.7951
27 5.3 1.14699 23.7473
28 5.5 1.07436 26.7252
29 5.7 1.03483 29.8059
30 5.9 1.01062 33.0293
31 6.1 0.981034 36.374
32 6.3 0.957818 39.8572
33 6.5 0.957682 43.5646
34 6.7 0.957245 47.5018
35 6.9 0.939867 51.6017
36 7.1 0.952572 56.0014
37 7.3 0.985883 60.8151
38 7.5 1.02126 66.0785
39 7.7 0.975204 71.3762
40 7.9 0.977883 76.9679
41 8.1 0.992884 82.9365
42 8.3 1.02115 89.3819
43 8.5 1.01119 96.0757
44 8.7 1.0449 103.322
45 8.9 1.01243 110.67
46 9.1 1.0465 118.61
47 9.3 0.988108 126.44
48 9.5 1.01531 134.835
49 9.7 0.991759 143.385
50 9.9 0.976417 152.153
10000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.98672 0.222698
6 1.1 4.08118 0.67666
7 1.3 3.43928 1.21056
8 1.5 0.808535 1.37759
9 1.7 1.92136 1.88722
10 1.9 0.676597 2.11135
11 2.1 0.501026 2.31406
12 2.3 1.02962 2.8137
13 2.5 0.537874 3.12206
14 2.7 0.935161 3.74732
15 2.9 0.338705 4.00857
16 3.1 0.333681 4.30264
17 3.3 0.773348 5.07495
18 3.5 0.437162 5.56602
19 3.7 0.352526 6.00857
20 3.9 0.765624 7.07637
21 4.1 1.09379 8.76231
22 4.3 1.09042 10.611
23 4.5 1.13405 12.7166
24 4.7 1.23625 15.2206
25 4.9 1.21392 17.8929
26 5.1 1.24391 20.8594
27 5.3 1.11467 23.7302
28 5.5 1.11384 26.8194
29 5.7 1.0083 29.823
30 5.9 1.01223 33.0535
31 6.1 0.966611 36.3512
32 6.3 0.949764 39.8073
33 6.5 0.976614 43.5903
34 6.7 0.950054 47.5004
35 6.9 0.948762 51.6417
36 7.1 0.956608 56.0628
37 7.3 0.990816 60.9036
38 7.5 1.00179 66.07
39 7.7 0.9893 71.4475
40 7.9 0.97727 77.0393
41 8.1 0.993686 83.0164
42 8.3 1.02074 89.4632
43 8.5 1.01853 96.2099
44 8.7 1.01544 103.256
45 8.9 1.04227 110.825
46 9.1 1.02799 118.63
47 9.3 1.00063 126.564
48 9.5 1.00173 134.852
49 9.7 1.01381 143.597
50 9.9 0.968973 152.304
10100 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.02432 0.225553
6 1.1 4.04175 0.675232
7 1.3 3.44769 1.21056
8 1.5 0.773805 1.37045
9 1.7 1.94782 1.88722
10 1.9 0.693677 2.11706
11 2.1 0.486801 2.31406
12 2.3 0.994092 2.79657
13 2.5 0.590033 3.1349
14 2.7 0.937082 3.7616
15 2.9 0.331226 4.01713
16 3.1 0.315791 4.2955
17 3.3 0.790321 5.08494
18 3.5 0.416734 5.55318
19 3.7 0.361541 6.00714
20 3.9 0.735773 7.03355
21 4.1 1.11947 8.75946
22 4.3 1.10532 10.6338
23 4.5 1.14225 12.7552
24 4.7 1.22328 15.2334
25 4.9 1.22272 17.9258
26 5.1 1.2544 20.9179
27 5.3 1.10056 23.753
28 5.5 1.13314 26.8965
29 5.7 0.982676 29.8244
30 5.9 0.99992 33.0164
31 6.1 0.992746 36.404
32 6.3 0.954253 39.8772
33 6.5 0.951706 43.5646
34 6.7 0.969257 47.5546
35 6.9 0.947892 51.6931
36 7.1 0.916862 55.9315
37 7.3 1.00783 60.8565
38 7.5 1.01291 66.0814
39 7.7 0.976996 71.3933
40 7.9 0.979042 76.9964
41 8.1 0.99773 82.9993
42 8.3 1.02141 89.4518
43 8.5 1.01485 96.1756
44 8.7 1.02241 103.272
45 8.9 1.03496 110.789
46 9.1 1.03245 118.63
47 9.3 1.00724 126.618
48 9.5 1.01634 135.029
49 9.7 0.993227 143.599
50 9.9 0.968434 152.303
10200 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.98539 0.222698
6 1.1 4.07936 0.67666
7 1.3 3.41936 1.20771
8 1.5 0.801267 1.3733
9 1.7 1.9474 1.89008
10 1.9 0.646142 2.10421
11 2.1 0.511383 2.31121
12 2.3 1.02622 2.80942
13 2.5 0.562525 3.13205
14 2.7 0.93261 3.75589
15 2.9 0.323754 4.00571
16 3.1 0.33677 4.30264
17 3.3 0.765859 5.06781
18 3.5 0.428075 5.54889
19 3.7 0.363735 6.00571
20 3.9 0.740728 7.03926
21 4.1 1.07942 8.70378
22 4.3 1.16315 10.6767
23 4.5 1.14661 12.8066
24 4.7 1.20541 15.2491
25 4.9 1.22311 17.9429
26 5.1 1.23557 20.8908
27 5.3 1.11251 23.7573
28 5.5 1.12054 26.8665
29 5.7 1.01312 29.8858
30 5.9 1.01133 33.1149
31 6.1 0.966598 36.414
32 6.3 0.961496 39.9143
33 6.5 0.959971 43.6345
34 6.7 0.958298 47.5803
35 6.9 0.931014 51.646
36 7.1 0.946302 56.0214
37 7.3 0.981613 60.8194
38 7.5 1.02321 66.0985
39 7.7 0.978621 71.4204
40 7.9 0.977582 77.0164
41 8.1 1.0051 83.065
42 8.3 1.00899 89.4404
43 8.5 1.00343 96.0899
44 8.7 1.0335 103.265
45 8.9 1.04397 110.849
46 9.1 1.02057 118.601
47 9.3 1.02412 126.725
48 9.5 0.998527 134.991
49 9.7 0.998139 143.605
50 9.9 0.966953 152.297
10300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.14092 0.234118
6 1.1 3.92846 0.670949
7 1.3 3.44961 1.20628
8 1.5 0.801888 1.37188
