# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
0 50
15 2.9 0.305715 4.01856
16 3.1 0.336445 4.31834
17 3.3 0.776212 5.10207
18 3.5 0.434901 5.596
19 3.7 0.313808 5.99429
20 3.9 0.70563 6.98929
21 4.1 1.1249 8.74233
22 4.3 1.14014 10.6966
23 4.5 1.12395 12.8066
24 4.7 1.19277 15.2491
25 4.9 1.26352 18.0614
26 5.1 1.1871 20.9236
27 5.3 1.12662 23.8572
28 5.5 1.10982 26.9693
29 5.7 1.0499 30.1313
30 5.9 1.00781 33.3833
31 6.1 0.990405 36.7994
32 6.3 1.00147 40.4839
33 6.5 0.96449 44.2612
34 6.7 0.987022 48.3683
35 6.9 0.974629 52.6695
36 7.1 0.92783 57.005
37 7.3 0.974793 61.8201
38 7.5 0.992496 66.995
39 7.7 0.950961 72.2213
40 7.9 0.989299 77.9443
41 8.1 1.00114 84.0328
42 8.3 1.01473 90.5125
43 8.5 1.01018 97.2777
44 8.7 1.03935 104.57
45 8.9 0.997248 111.892
46 9.1 0.995928 119.536
47 9.3 0.994867 127.512
48 9.5 0.993352 135.822
49 9.7 1.02745 144.782
50 9.9 1.00616 153.923
16700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.10252 0.234118
6 1.1 4.00725 0.685225
7 1.3 3.4347 1.22484
8 1.5 0.73063 1.37759
9 1.7 1.94104 1.89864
10 1.9 0.689836 2.12991
11 2.1 0.470659 2.32263
12 2.3 1.01446 2.82084
13 2.5 0.558539 3.1449
14 2.7 0.964116 3.79729
15 2.9 0.281638 4.01713
16 3.1 0.340914 4.3212
17 3.3 0.762732 5.09208
18 3.5 0.420659 5.57031
19 3.7 0.330352 5.99001
20 3.9 0.721115 7.00785
21 4.1 1.10365 8.72948
22 4.3 1.13901 10.6838
23 4.5 1.15475 12.8537
24 4.7 1.18045 15.2734
25 4.9 1.23856 18.0328
26 5.1 1.2013 20.9322
27 5.3 1.15399 23.94
28 5.5 1.09804 27.0221
29 5.7 1.05549 30.2041
30 5.9 0.993108 33.4118
31 6.1 0.98281 36.8051
32 6.3 1.00126 40.4925
33 6.5 0.991211 44.3783
34 6.7 0.962055 48.3854
35 6.9 0.971726 52.6781
36 7.1 0.947971 57.1121
37 7.3 0.963435 61.8758
38 7.5 0.984676 67.015
39 7.7 0.954173 72.2641
40 7.9 1.0078 78.0999
41 8.1 0.996635 84.167
42 8.3 1.0039 90.5839
43 8.5 1.01493 97.3876
44 8.7 1.03792 104.677
45 8.9 0.978003 111.864
46 9.1 1.01278 119.646
47 9.3 0.996729 127.645
48 9.5 1.00635 136.071
49 9.7 1.01008 144.889
50 9.9 1.0105 154.079
16800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.07795 0.232691
6 1.1 4.03788 0.68808
7 1.3 3.43747 1.22912
8 1.5 0.688396 1.3733
9 1.7 1.99587 1.91006
10 1.9 0.633316 2.12277
11 2.1 0.476756 2.31834
12 2.3 1.04452 2.83226
13 2.5 0.515763 3.13205
14 2.7 0.974984 3.793
15 2.9 0.275646 4.00857
16 3.1 0.349875 4.3212
17 3.3 0.788122 5.1192
18 3.5 0.39858 5.57316
19 3.7 0.346571 6.01428
20 3.9 0.728879 7.04497
21 4.1 1.0724 8.72091
22 4.3 1.17928 10.748
23 4.5 1.15187 12.9165
24 4.7 1.17898 15.3376
25 4.9 1.2331 18.0899
26 5.1 1.20265 20.9979
27 5.3 1.12563 23.9372
28 5.5 1.14019 27.1435
29 5.7 1.02992 30.2541
30 5.9 0.993053 33.4675
31 6.1 0.983073 36.868
32 6.3 0.997488 40.5482
33 6.5 0.998845 44.4711
34 6.7 0.962686 48.4882
35 6.9 0.959624 52.7352
36 7.1 0.969083 57.2762
37 7.3 0.962822 62.0457
38 7.5 0.96376 67.0849
39 7.7 0.949834 72.3198
40 7.9 1.01161 78.1884
41 8.1 1.00417 84.3126
42 8.3 1.00987 90.7794
43 8.5 1.0069 97.5418
44 8.7 1.02587 104.759
45 8.9 1.0084 112.184
46 9.1 1.00276 119.903
47 9.3 1.00875 128.013
48 9.5 0.996847 136.375
49 9.7 0.993544 145.065
50 9.9 1.00411 154.213
16900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.9794 0.225553
6 1.1 4.007 0.678087
7 1.3 3.45083 1.22198
8 1.5 0.755506 1.38044
9 1.7 1.956 1.90721
10 1.9 0.640928 2.12277
11 2.1 0.469145 2.31549
12 2.3 1.02858 2.82227
13 2.5 0.537122 3.1349
14 2.7 0.946296 3.7773
15 2.9 0.304431 4.0157
16 3.1 0.339818 4.31977
17 3.3 0.788438 5.1192
18 3.5 0.406789 5.58315
19 3.7 0.33825 6.01428
20 3.9 0.720812 7.03498
21 4.1 1.15301 8.8394
22 4.3 1.12871 10.7823
23 4.5 1.15255 12.955
24 4.7 1.16416 15.349
25 4.9 1.2563 18.157
26 5.1 1.18506 21.0264
27 5.3 1.16065 24.0614
28 5.5 1.08437 27.1149
29 5.7 1.04785 30.2841
30 5.9 0.997845 33.5175
31 6.1 0.985008 36.9293
32 6.3 1.00074 40.6267
33 6.5 0.994921 44.5396
34 6.7 0.95247 48.5196
35 6.9 0.980198 52.8637
36 7.1 0.960439 57.3704
37 7.3 0.958611 62.1256
38 7.5 0.965969 67.1834
39 7.7 0.959382 72.4782
40 7.9 0.998166 78.2769
41 8.1 0.996001 84.3597
42 8.3 1.01359 90.8594
43 8.5 1.00126 97.5931
44 8.7 1.03296 104.871
45 8.9 1.0161 112.363
46 9.1 0.993781 120.023
47 9.3 1.01161 128.167
48 9.5 1.00209 136.585
49 9.7 0.990374 145.259
50 9.9 0.998491 154.368
17000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.91948 0.221271
6 1.1 4.0908 0.683797
7 1.3 3.39259 1.21913
8 1.5 0.76144 1.37901
9 1.7 1.96964 1.91006
10 1.9 0.648674 2.12848
11 2.1 0.468608 2.3212
12 2.3 1.03898 2.83369
13 2.5 0.526708 3.14061
14 2.7 0.951514 3.78729
15 2.9 0.302262 4.02427
16 3.1 0.315525 4.30692
17 3.3 0.819881 5.13919
18 3.5 0.381319 5.57459
19 3.7 0.353526 6.0257
20 3.9 0.707903 7.02926
21 4.1 1.128 8.79657
22 4.3 1.18209 10.8337
23 4.5 1.14064 12.9864
24 4.7 1.17392 15.4033
25 4.9 1.26188 18.227
26 5.1 1.18959 21.1106
27 5.3 1.11351 24.0257
28 5.5 1.09376 27.1092
29 5.7 1.04712 30.2798
30 5.9 1.03015 33.6217
31 6.1 0.977294 37.0107
32 6.3 0.973353 40.611
33 6.5 1.00466 44.5667
34 6.7 0.952062 48.5496
35 6.9 0.982615 52.9094
36 7.1 0.974533 57.4875
37 7.3 0.947165 62.1913
38 7.5 0.956966 67.2077
39 7.7 0.983862 72.6438
40 7.9 0.974197 78.3098
41 8.1 1.02265 84.5625
42 8.3 0.999751 90.9807
43 8.5 1.00542 97.7502
44 8.7 1.00911 104.868
45 8.9 1.01938 112.393
46 9.1 1.01669 120.238
47 9.3 1.00921 128.373
48 9.5 0.99195 136.715
49 9.7 0.997707 145.463
50 9.9 1.0036 154.63
17100 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.88025 0.218415
6 1.1 4.10119 0.68237
7 1.3 3.41787 1.22198
8 1.5 0.761026 1.38187
9 1.7 1.94211 1.90578
10 1.9 0.661033 2.12848
11 2.1 0.478761 2.32548
12 2.3 1.00081 2.81941
13 2.5 0.558252 3.1449
14 2.7 0.950997 3.79158
15 2.9 0.302097 4.02855
16 3.1 0.308983 4.3055
17 3.3 0.81803 5.13633
18 3.5 0.38486 5.57602
19 3.7 0.368987 6.04711
20 3.9 0.721608 7.07066
21 4.1 1.13194 8.84511
22 4.3 1.15165 10.8308
23 4.5 1.13851 12.9807
24 4.7 1.18645 15.4247
25 4.9 1.27458 18.2784
26 5.1 1.16658 21.1078
27 5.3 1.09329 23.9714
28 5.5 1.11189 27.1078
29 5.7 1.05645 30.3084
30 5.9 1.02871 33.6474
31 6.1 0.977174 37.0378
32 6.3 0.976681 40.6524
33 6.5 1.0052 44.6124
34 6.7 0.935515 48.5282
35 6.9 0.980151 52.8794
36 7.1 0.973396 57.4547
37 7.3 0.973369 62.2912
38 7.5 0.947192 67.2591
39 7.7 0.96396 72.5882
40 7.9 1.0009 78.4126
41 8.1 1.00855 84.5824
42 8.3 0.998319 90.995
43 8.5 1.01292 97.8187
44 8.7 1.00654 104.922
45 8.9 1.01728 112.435
46 9.1 1.01669 120.286
47 9.3 1.00583 128.397
48 9.5 1.00159 136.825
49 9.7 1.00237 145.619
50 9.9 0.993056 154.694
17200 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.95768 0.224126
6 1.1 4.02838 0.679515
7 1.3 3.44748 1.22341
8 1.5 0.720776 1.37473
9 1.7 1.99117 1.91149
10 1.9 0.640308 2.12705
11 2.1 0.475635 2.32263
12 2.3 1.0218 2.82655
13 2.5 0.531702 3.13633
14 2.7 0.936976 3.77302
15 2.9 0.327811 4.02998
16 3.1 0.293267 4.29265
17 3.3 0.841124 5.14632
18 3.5 0.393891 5.596
19 3.7 0.344637 6.03569
20 3.9 0.7322 7.07352
21 4.1 1.12729 8.8394
22 4.3 1.16656 10.8494
23 4.5 1.13252 12.9864
24 4.7 1.18384 15.4233
25 4.9 1.26465 18.2527
26 5.1 1.17213 21.0935
27 5.3 1.09299 23.9543
28 5.5 1.09852 27.0507
29 5.7 1.05155 30.2341
30 5.9 1.04177 33.6131
31 6.1 0.981172 37.015
32 6.3 0.988966 40.6724
33 6.5 0.979815 44.5296
34 6.7 0.951548 48.5096
35 6.9 0.992443 52.9122
36 7.1 0.961332 57.4276
37 7.3 0.966308 62.2256
38 7.5 0.955229 67.232
39 7.7 0.968531 72.5824
40 7.9 0.994991 78.3683
41 8.1 1.00905 84.5368
42 8.3 1.01016 91.0207
43 8.5 0.996477 97.7288
44 8.7 1.00342 104.805
45 8.9 1.01937 112.328
46 9.1 1.01909 120.191
47 9.3 1.00744 128.31
48 9.5 0.991107 136.644
49 9.7 0.999837 145.409
50 9.9 1.00878 154.621
17300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.99782 0.226981
6 1.1 4.04434 0.683797
7 1.3 3.45938 1.22912
8 1.5 0.707759 1.37759
9 1.7 1.98751 1.91292
10 1.9 0.615371 2.11991
11 2.1 0.500349 2.32548
12 2.3 1.00526 2.82084
13 2.5 0.551758 3.14204
14 2.7 0.944056 3.78301
15 2.9 0.318968 4.03283
16 3.1 0.30627 4.30692
17 3.3 0.809439 5.12777
18 3.5 0.416742 5.60314
19 3.7 0.325883 6.01856
20 3.9 0.739859 7.06638
21 4.1 1.11089 8.80514
22 4.3 1.18991 10.8537
23 4.5 1.12134 12.9679
24 4.7 1.15913 15.3519
25 4.9 1.29507 18.247
26 5.1 1.14068 21.0093
27 5.3 1.11681 23.93
28 5.5 1.09587 27.0164
29 5.7 1.06658 30.2427
30 5.9 1.03822 33.6074
31 6.1 0.966733 36.9565
32 6.3 0.995189 40.6338
33 6.5 0.977719 44.4797
34 6.7 0.96053 48.4939
35 6.9 0.978445 52.8308
36 7.1 0.976421 57.4133
37 7.3 0.960198 62.177
38 7.5 0.969645 67.2548
39 7.7 0.966742 72.591
40 7.9 0.972715 78.2427
41 8.1 1.01642 84.4511
42 8.3 1.01233 90.9436
43 8.5 1.00579 97.7088
44 8.7 0.996747 104.732
45 8.9 1.0175 112.236
46 9.1 1.01327 120.047
47 9.3 1.01572 128.226
48 9.5 1.00076 136.634
49 9.7 0.988764 145.295
50 9.9 1.00852 154.497
17400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.92569 0.221271
6 1.1 4.0995 0.683797
7 1.3 3.41794 1.22198
8 1.5 0.74262 1.37759
9 1.7 1.95261 1.90293
10 1.9 0.658551 2.1242
11 2.1 0.486998 2.32405
12 2.3 0.991888 2.81228
13 2.5 0.567108 3.14204
14 2.7 0.964062 3.79586
15 2.9 0.284657 4.01856
16 3.1 0.316196 4.30121
17 3.3 0.800485 5.11206
18 3.5 0.413452 5.58315
19 3.7 0.336339 6.01142
20 3.9 0.721518 7.03212
21 4.1 1.13131 8.80086
22 4.3 1.17465 10.8208
23 4.5 1.13397 12.9565
24 4.7 1.20213 15.4261
25 4.9 1.26392 18.2484
26 5.1 1.1514 21.0335
27 5.3 1.10878 23.93
28 5.5 1.09812 27.0193
29 5.7 1.02384 30.1128
30 5.9 1.06409 33.5575
31 6.1 0.971534 36.9193
32 6.3 0.998629 40.6053
33 6.5 0.975185 44.4368
34 6.7 0.972553 48.4968
35 6.9 0.963747 52.7637
36 7.1 0.95803 57.2548
37 7.3 0.977986 62.1014
38 7.5 0.963914 67.1435
39 7.7 0.983106 72.5639
40 7.9 0.951179 78.0842
41 8.1 1.03675 84.4097
42 8.3 1.00165 90.8266
43 8.5 1.00713 97.5931
44 8.7 0.999896 104.631
45 8.9 1.0107 112.076
46 9.1 1.02275 119.951
47 9.3 0.995385 127.957
48 9.5 1.01413 136.468
49 9.7 0.996892 145.191
50 9.9 1.0037 154.338
17500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.94557 0.222698
6 1.1 4.07558 0.68237
7 1.3 3.42818 1.22198
8 1.5 0.749689 1.37901
9 1.7 1.92673 1.89722
10 1.9 0.675776 2.1242
11 2.1 0.501083 2.32976
12 2.3 1.00383 2.8237
13 2.5 0.535376 3.1349
14 2.7 0.943334 3.77445
15 2.9 0.31396 4.01999
16 3.1 0.324292 4.30978
17 3.3 0.768333 5.08779
18 3.5 0.432393 5.5803
19 3.7 0.324117 5.99286
20 3.9 0.721764 7.01356
21 4.1 1.08512 8.70949
22 4.3 1.20909 10.788
23 4.5 1.1245 12.9051
24 4.7 1.21018 15.3904
25 4.9 1.26755 18.2198
26 5.1 1.14176 20.9807
27 5.3 1.13977 23.9572
28 5.5 1.07007 26.9665
29 5.7 1.06152 30.1727
30 5.9 1.04151 33.5432
31 6.1 0.984658 36.9493
32 6.3 0.972274 40.5368
33 6.5 0.979516 44.384
34 6.7 0.970832 48.4354
35 6.9 0.956335 52.6681
36 7.1 0.97572 57.2405
37 7.3 0.977455 62.0828
38 7.5 0.971067 67.1606
39 7.7 0.959613 72.4497
40 7.9 0.986198 78.1713
41 8.1 1.00247 84.2855
42 8.3 1.01916 90.8123
43 8.5 0.996847 97.5075
44 8.7 1.02702 104.734
45 8.9 0.998829 112.089
46 9.1 1.00251 119.806
47 9.3 1.00851 127.914
48 9.5 1.0109 136.395
49 9.7 1.00164 145.156
50 9.9 0.996049 154.231
17600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.05691 0.231263
6 1.1 4.04768 0.68808
7 1.3 3.38973 1.22198
8 1.5 0.715155 1.37188
9 1.7 2.02098 1.91577
10 1.9 0.63287 2.12848
11 2.1 0.483375 2.32691
12 2.3 1.00899 2.8237
13 2.5 0.549759 3.14347
14 2.7 0.970088 3.80157
15 2.9 0.277276 4.01856
16 3.1 0.322488 4.30692
17 3.3 0.786158 5.1035
18 3.5 0.432117 5.596
19 3.7 0.329514 6.0157
20 3.9 0.729374 7.04782
21 4.1 1.08168 8.73947
22 4.3 1.17927 10.768
23 4.5 1.18289 12.9964
24 4.7 1.19065 15.4433
25 4.9 1.25204 18.2398
26 5.1 1.15401 21.0321
27 5.3 1.12156 23.9629
28 5.5 1.08866 27.0264
29 5.7 1.02259 30.1171
30 5.9 1.06862 33.5774
31 6.1 0.972482 36.9436
32 6.3 0.965853 40.5096
33 6.5 0.986881 44.3883
34 6.7 0.983545 48.4954
35 6.9 0.940251 52.6595
36 7.1 0.983012 57.2691
37 7.3 0.966175 62.0585
38 7.5 0.980542 67.1892
39 7.7 0.9678 72.5268
40 7.9 0.97524 78.1884
41 8.1 1.01142 84.3612
42 8.3 1.01873 90.8894
43 8.5 1.00407 97.6374
44 8.7 1.01541 104.787
45 8.9 1.01408 112.258
46 9.1 0.99279 119.906
47 9.3 1.00733 128.01
48 9.5 1.00958 136.485
49 9.7 0.994964 145.193
50 9.9 0.998858 154.3
17700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.9433 0.222698
6 1.1 4.09773 0.685225
7 1.3 3.40741 1.22198
8 1.5 0.72187 1.3733
9 1.7 1.98889 1.90864
10 1.9 0.654021 2.12848
11 2.1 0.448541 2.31263
12 2.3 1.02625 2.81799
13 2.5 0.539871 3.13205
14 2.7 0.976272 3.79443
15 2.9 0.286359 4.01856
16 3.1 0.320849 4.3055
17 3.3 0.798732 5.11492
18 3.5 0.399499 5.57031
19 3.7 0.333953 5.99572
20 3.9 0.736338 7.03783
21 4.1 1.12718 8.80086
22 4.3 1.13348 10.7509
23 4.5 1.20167 13.015
24 4.7 1.19675 15.4747
25 4.9 1.22056 18.2013
26 5.1 1.20164 21.1092
27 5.3 1.087 23.95
28 5.5 1.09511 27.0321
29 5.7 1.0489 30.2027
30 5.9 1.02396 33.5189
31 6.1 0.977301 36.9022
32 6.3 0.958767 40.4425
33 6.5 1.00128 44.3783
34 6.7 0.978971 48.4668
35 6.9 0.959787 52.7181
36 7.1 0.967358 57.2548
37 7.3 0.967487 62.0514
38 7.5 0.971955 67.1378
39 7.7 0.974919 72.5153
40 7.9 0.980766 78.2099
41 8.1 0.990233 84.2541
42 8.3 1.0451 90.9522
43 8.5 1.00266 97.6916
44 8.7 1.01102 104.811
45 8.9 1.00988 112.253
46 9.1 1.00211 119.973
47 9.3 1.00525 128.061
48 9.5 0.999583 136.454
49 9.7 1.00396 145.242
50 9.9 1.00452 154.401
17800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.86694 0.216988
6 1.1 4.09646 0.679515
7 1.3 3.44259 1.22198
8 1.5 0.748878 1.37901
9 1.7 1.96707 1.90864
10 1.9 0.653818 2.12848
11 2.1 0.465781 2.31977
12 2.3 1.02303 2.8237
13 2.5 0.522531 3.12777
14 2.7 0.973865 3.78872
15 2.9 0.29174 4.01713
16 3.1 0.311175 4.2955
17 3.3 0.784401 5.09065
18 3.5 0.438185 5.59029
19 3.7 0.331609 6.01285
20 3.9 0.735101 7.05353
21 4.1 1.12044 8.80657
22 4.3 1.15884 10.8009
23 4.5 1.19372 13.0507
24 4.7 1.17416 15.4647
25 4.9 1.22338 18.1984
26 5.1 1.21601 21.142
27 5.3 1.08557 23.98
28 5.5 1.09173 27.0535
29 5.7 1.03535 30.1842
30 5.9 1.0254 33.5061
31 6.1 0.988541 36.9293
32 6.3 0.964653 40.4925
33 6.5 0.976279 44.3312
34 6.7 0.993703 48.4825
35 6.9 0.958845 52.7309
36 7.1 0.964928 57.2577
37 7.3 0.975822 62.0971
38 7.5 0.96729 67.1606
39 7.7 0.983413 72.5867
40 7.9 0.976037 78.2555
41 8.1 0.994368 84.3269
42 8.3 1.0361 90.9693
43 8.5 1.01021 97.7616
44 8.7 1.00605 104.848
45 8.9 1.00492 112.256
46 9.1 1.00124 119.971
47 9.3 1.01682 128.156
48 9.5 0.989075 136.463
49 9.7 1.00838 145.292
50 9.9 1.01109 154.514
17900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.9168 0.221271
6 1.1 4.12488 0.68808
7 1.3 3.41659 1.22769
8 1.5 0.706401 1.37616
9 1.7 1.95725 1.90435
10 1.9 0.652313 2.1242
11 2.1 0.478581 2.3212
12 2.3 1.012 2.82084
13 2.5 0.536014 3.13348
14 2.7 0.956934 3.78444
15 2.9 0.296526 4.01713
16 3.1 0.320011 4.30407
17 3.3 0.774166 5.09065
18 3.5 0.444671 5.59886
19 3.7 0.339788 6.03283
20 3.9 0.727373 7.06495
21 4.1 1.14153 8.8551
22 4.3 1.16445 10.8637
23 4.5 1.17813 13.0892
24 4.7 1.1763 15.5132
25 4.9 1.23713 18.2841
26 5.1 1.19203 21.1763
27 5.3 1.10432 24.07
28 5.5 1.08213 27.1235
29 5.7 1.02779 30.2384
30 5.9 1.03667 33.6046
31 6.1 0.968991 36.9679
32 6.3 0.958577 40.5168
33 6.5 1.00047 44.4597
34 6.7 0.962778 48.4911
35 6.9 0.990069 52.8879
36 7.1 0.954813 57.3776
37 7.3 0.972715 62.2127
38 7.5 0.98411 67.3762
39 7.7 0.979085 72.7909
40 7.9 0.959568 78.3769
41 8.1 1.01657 84.5981
42 8.3 1.01816 91.1406
43 8.5 1.01233 97.9629
44 8.7 1.00656 105.069
45 8.9 1.00318 112.481
46 9.1 1.02167 120.373
47 9.3 0.991651 128.373
48 9.5 1.01071 136.881
49 9.7 1.00655 145.714
50 9.9 0.991433 154.778
18000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.89254 0.219843
6 1.1 4.11714 0.686652
7 1.3 3.39213 1.22341
8 1.5 0.691516 1.36902
9 1.7 1.98526 1.90578
10 1.9 0.634178 2.11991
11 2.1 0.501914 2.32691
12 2.3 1.01299 2.82798
13 2.5 0.510578 3.12634
14 2.7 0.955139 3.7773
15 2.9 0.310496 4.02141
16 3.1 0.313054 4.30264
17 3.3 0.800761 5.11777
18 3.5 0.420149 5.59886
19 3.7 0.354769 6.05282
20 3.9 0.71195 7.06495
21 4.1 1.12939 8.8394
22 4.3 1.15896 10.8423
23 4.5 1.19704 13.1078
24 4.7 1.20314 15.5917
25 4.9 1.22972 18.3512
26 5.1 1.17687 21.212
27 5.3 1.08865 24.07
28 5.5 1.10586 27.1963
29 5.7 1.04796 30.3783
30 5.9 1.02069 33.6988
31 6.1 0.9799 37.1064
32 6.3 0.960627 40.6695
33 6.5 0.975097 44.5196
34 6.7 0.962333 48.5567
35 6.9 0.993987 52.9793
36 7.1 0.959386 57.4989
37 7.3 0.976336 62.3612
38 7.5 0.982535 67.5261
39 7.7 0.95509 72.818
40 7.9 0.99228 78.6053
41 8.1 0.993711 84.6981
42 8.3 1.02978 91.3276
43 8.5 1.01255 98.1642
44 8.7 0.994582 105.199
45 8.9 1.00959 112.672
46 9.1 1.02529 120.607
47 9.3 1.00127 128.7
48 9.5 0.994426 137.086
49 9.7 0.998491 145.866
50 9.9 1.00235 155.046
18100 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.96471 0.225553
6 1.1 3.98725 0.678087
7 1.3 3.43381 1.22198
8 1.5 0.758554 1.38187
9 1.7 1.92526 1.90293
10 1.9 0.654663 2.1242
11 2.1 0.484123 2.32405
12 2.3 1.01775 2.82798
13 2.5 0.519831 3.13205
14 2.7 0.954186 3.78301
15 2.9 0.312 4.02855
16 3.1 0.311155 4.30835
17 3.3 0.794358 5.11777
18 3.5 0.422221 5.60171
19 3.7 0.356644 6.05853
20 3.9 0.725284 7.09065
21 4.1 1.09831 8.81799
22 4.3 1.19412 10.8837
23 4.5 1.18605 13.1306
24 4.7 1.20677 15.6246
25 4.9 1.21642 18.3569
26 5.1 1.17276 21.2106
27 5.3 1.09517 24.0885
28 5.5 1.1214 27.262
29 5.7 1.02812 30.3869
30 5.9 1.02756 33.733
31 6.1 0.998607 37.2091
32 6.3 0.95467 40.7537
33 6.5 0.980986 44.631
34 6.7 0.967151 48.6924
35 6.9 0.975686 53.0378
36 7.1 0.979619 57.6574
37 7.3 0.962189 62.454
38 7.5 0.96175 67.5146
39 7.7 0.964433 72.8637
40 7.9 1.01158 78.7695
41 8.1 0.981089 84.7909
42 8.3 1.02232 91.379
43 8.5 1.02104 98.2798
44 8.7 0.996412 105.335
45 8.9 0.995677 112.712
46 9.1 1.02463 120.65
47 9.3 1.00804 128.805
48 9.5 0.996646 137.219
49 9.7 0.989384 145.927
50 9.9 1.00571 155.148
18200 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.79667 0.212705
6 1.1 4.12683 0.680942
7 1.3 3.44385 1.22627
8 1.5 0.718131 1.37759
9 1.7 1.97331 1.91149
10 1.9 0.621058 2.12134
11 2.1 0.494643 2.32548
12 2.3 1.0267 2.83369
13 2.5 0.519985 3.13776
14 2.7 0.962841 3.79443
15 2.9 0.284875 4.01856
16 3.1 0.322363 4.30835
17 3.3 0.795995 5.1192
18 3.5 0.431067 5.61313
19 3.7 0.337797 6.04568
20 3.9 0.741554 7.10064
21 4.1 1.08229 8.80228
22 4.3 1.17796 10.8394
23 4.5 1.19092 13.0949
24 4.7 1.21266 15.6003
25 4.9 1.22441 18.3498
26 5.1 1.16724 21.1892
27 5.3 1.08897 24.05
28 5.5 1.1182 27.2134
29 5.7 1.05474 30.4183
30 5.9 1.02611 33.7587
31 6.1 0.97552 37.1535
32 6.3 0.980337 40.7923
33 6.5 0.978748 44.6595
34 6.7 0.958257 48.6824
35 6.9 0.96283 52.9693
36 7.1 0.979607 57.5874
37 7.3 0.952449 62.334
38 7.5 0.993244 67.5589
39 7.7 0.944379 72.7951
40 7.9 1.00724 78.6738
41 8.1 1.01186 84.8822
42 8.3 1.00003 91.3248
43 8.5 1.02282 98.2355
44 8.7 1.01446 105.416
45 8.9 0.984216 112.707
46 9.1 1.01867 120.595
47 9.3 1.01963 128.842
48 9.5 0.993897 137.231
49 9.7 0.994383 145.98
50 9.9 0.985608 155.014
18300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.21157 0.244111
6 1.1 3.8524 0.680942
7 1.3 3.39184 1.2177
8 1.5 0.73213 1.37188
9 1.7 1.93229 1.89436
10 1.9 0.684852 2.12562
11 2.1 0.477642 2.32263
12 2.3 1.0129 2.8237
13 2.5 0.51542 3.12491
14 2.7 0.967622 3.78444
15 2.9 0.308653 4.02712
16 3.1 0.313027 4.30835
17 3.3 0.76844 5.09065
18 3.5 0.435072 5.58887
19 3.7 0.355854 6.04425
20 3.9 0.718917 7.06638
21 4.1 1.12112 8.82798
22 4.3 1.1506 10.8166
23 4.5 1.18336 13.0564
24 4.7 1.22931 15.5946
25 4.9 1.22325 18.3398
26 5.1 1.1709 21.1863
27 5.3 1.0891 24.0457
28 5.5 1.11485 27.1977
29 5.7 1.05163 30.3911
30 5.9 1.02849 33.7373
31 6.1 0.974068 37.1249
32 6.3 0.974397 40.7395
33 6.5 0.975012 44.5896
34 6.7 0.965312 48.6395
35 6.9 0.972726 52.9679
36 7.1 0.969301 57.5346
37 7.3 0.950455 62.2684
38 7.5 0.978105 67.4104
39 7.7 0.965828 72.7623
40 7.9 1.00076 78.5996
41 8.1 1.00783 84.7794
42 8.3 1.01505 91.3148
43 8.5 1.02155 98.2127
44 8.7 1.00035 105.289
45 8.9 0.990221 112.62
46 9.1 1.02151 120.525
47 9.3 1.01355 128.718
48 9.5 1.0028 137.176
49 9.7 0.98915 145.874
50 9.9 0.994319 154.982
18400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 2.89148 0.219843
6 1.1 4.1408 0.689507
7 1.3 3.37285 1.22341
8 1.5 0.698039 1.37045
9 1.7 1.97397 1.90435
10 1.9 0.659302 2.12705
11 2.1 0.463667 2.31834
12 2.3 1.02993 2.82798
13 2.5 0.512833 3.12777
14 2.7 0.954788 3.77873
15 2.9 0.315827 4.02712
16 3.1 0.324059 4.31834
17 3.3 0.779439 5.11206
